device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_percent
41,5000,3.6,6.8,29.5,8.7,5,12.1,15.4,Low,Good,8,10.0,3.12,61.27
35,4000,3.5,4.5,28.7,50.7,6,1.7,16.7,Low,Moderate,6,10.0,2.15,65.16
19,4000,5.9,10.3,32.5,53.3,2,0.8,11.8,Medium,Good,7,10.0,2.98,71.62
3,5000,5.0,7.1,31.0,44.3,0,3.8,9.3,Medium,Moderate,8,10.0,2.85,85.69
6,4500,6.2,9.6,33.8,38.4,4,1.2,15.5,High,Good,7,10.0,3.32,75.91
0,5000,3.1,5.6,32.9,77.0,1,1.7,7.7,Low,Good,8,10.0,3.13,83.02
43,5000,3.8,6.2,32.2,21.6,6,5.3,8.1,Medium,Good,6,10.0,3.25,60.12
44,3000,3.8,6.7,32.8,26.8,3,2.4,9.3,Medium,Moderate,8,10.0,3.17,57.44
41,5000,9.8,13.3,35.1,23.4,3,9.6,5.9,High,Poor,7,10.0,4.25,53.49
46,4000,5.2,7.3,29.6,46.4,4,2.2,16.5,Medium,Good,7,10.0,2.41,55.97
12,3000,5.4,8.1,33.5,91.9,2,4.9,16.3,High,Good,7,10.0,3.52,72.5
21,4500,5.3,7.3,35.7,7.7,0,12.1,5.3,Medium,Good,9,10.0,4.57,72.42
20,3000,8.6,13.9,31.1,26.4,0,2.4,6.3,Low,Good,8,10.0,2.78,72.86
21,4500,2.3,3.0,32.1,62.2,1,1.0,8.3,Medium,Moderate,8,10.0,2.9,72.94
27,3000,5.4,7.3,35.8,55.6,6,1.5,16.0,High,Good,6,10.0,3.81,59.65
8,3000,2.3,4.3,34.6,47.0,0,10.9,8.2,Low,Good,9,10.0,4.22,76.04
25,4500,1.0,3.0,28.8,33.0,6,2.0,10.8,Medium,Good,6,10.0,2.19,69.93
8,4000,4.0,5.1,31.1,25.6,2,1.2,4.7,High,Good,9,10.0,2.68,79.4
14,4000,6.3,10.0,30.0,9.6,2,6.7,17.6,Medium,Good,8,10.0,2.83,77.14
9,4000,3.9,7.2,29.4,33.3,7,1.2,4.2,High,Good,5,10.0,2.29,80.12
23,3000,6.3,9.6,31.9,27.6,4,4.1,7.9,High,Moderate,7,10.0,3.08,70.6
41,5000,5.7,7.0,31.4,38.5,6,1.0,1.5,High,Moderate,5,10.0,2.72,56.35
7,3000,5.2,8.5,30.7,78.9,1,2.9,16.2,Medium,Moderate,6,10.0,2.71,79.11
23,5000,8.0,11.5,38.0,39.0,1,8.3,9.8,Medium,Good,7,10.0,4.82,62.09
15,5000,4.3,7.6,34.2,53.4,0,2.3,18.9,High,Good,8,10.0,3.48,71.77
48,4000,6.3,9.0,30.8,66.9,5,1.0,5.1,High,Moderate,5,10.0,2.6,54.94
25,5000,1.9,4.0,31.7,55.7,3,3.6,15.2,High,Moderate,7,10.0,3.01,65.32
26,3000,5.7,8.1,31.0,52.0,1,5.5,12.0,High,Good,7,10.0,2.98,66.86
36,3000,5.0,6.8,34.6,70.0,0,3.2,6.0,High,Moderate,8,10.0,3.64,56.47
3,4000,3.1,3.0,30.9,56.4,6,12.4,6.7,High,Moderate,6,10.0,3.48,80.98
23,4500,6.3,8.8,35.3,56.3,3,1.6,12.7,High,Moderate,7,10.0,3.69,62.83
18,3000,4.0,6.2,32.0,32.1,0,2.6,9.8,High,Good,8,10.0,3.0,73.23
35,5000,9.0,13.5,30.6,60.0,4,3.1,6.6,Medium,Moderate,7,10.0,2.7,57.15
38,3000,1.0,3.0,28.0,80.3,1,4.5,18.7,Low,Moderate,7,10.0,2.2,59.44
9,3000,6.0,10.2,29.5,49.3,0,1.5,10.2,Low,Good,7,10.0,2.34,79.76
24,3000,5.6,8.4,31.1,82.5,6,2.4,8.1,Medium,Good,5,10.0,2.77,62.66
17,4500,4.9,7.5,29.7,44.9,4,2.3,4.6,High,Good,7,10.0,2.44,76.95
18,5000,4.4,7.8,31.0,86.5,0,1.5,7.4,Medium,Good,8,10.0,2.69,73.86
35,4000,5.6,8.7,34.3,33.3,2,3.0,0.0,High,Good,8,10.0,3.57,61.01
9,3000,7.6,10.5,29.1,71.4,0,5.4,10.0,Low,Good,8,10.0,2.52,79.52
32,5000,2.2,3.0,31.9,18.2,6,0.9,13.7,Medium,Moderate,7,10.0,2.85,63.16
4,5000,3.9,3.7,29.6,42.4,2,3.4,17.2,Low,Good,8,10.0,2.5,80.46
46,4000,3.4,4.2,30.1,49.1,1,3.9,7.9,Medium,Moderate,8,10.0,2.64,59.8
48,3000,3.3,3.3,29.5,13.0,0,3.9,12.4,Medium,Good,9,10.0,2.5,62.95
34,4500,6.2,9.6,35.7,46.0,7,14.6,8.3,Low,Moderate,5,10.0,4.75,54.4
43,5000,6.7,11.2,31.5,85.6,7,4.0,1.0,Low,Good,4,10.0,2.99,50.0
33,4000,7.6,10.5,35.2,19.2,6,2.8,0.0,Low,Good,6,10.0,3.75,63.42
32,4500,6.7,9.2,34.7,78.0,4,2.0,9.5,High,Moderate,7,10.0,3.58,58.6
20,5000,6.9,11.3,35.1,50.5,1,2.3,0.0,Low,Good,8,10.0,3.69,68.31
16,3000,2.7,3.6,27.4,57.3,1,1.7,8.7,Low,Good,9,10.0,1.85,76.65
21,5000,8.5,13.0,34.2,80.5,5,2.1,7.9,Low,Good,5,10.0,3.48,61.0
47,4500,5.1,8.4,30.3,74.5,2,2.5,1.2,Medium,Good,6,10.0,2.59,56.65
36,4500,7.6,10.6,36.2,8.4,1,3.0,0.0,High,Moderate,8,10.0,4.0,59.26
14,3000,2.7,3.4,30.0,52.3,7,5.0,6.3,Medium,Good,6,10.0,2.72,72.11
34,3000,5.0,7.0,35.0,95.2,0,1.9,17.3,High,Good,8,10.0,3.65,59.24
27,4000,7.4,9.5,34.8,8.4,0,1.9,11.2,Low,Good,9,10.0,3.6,65.05
6,3000,5.6,8.8,28.6,50.4,7,3.7,6.3,Medium,Good,5,10.0,2.28,77.27
31,4000,4.0,6.6,32.4,42.3,2,3.7,5.9,Medium,Good,7,10.0,3.19,67.72
10,4500,8.1,12.3,34.9,36.1,0,2.2,11.7,High,Good,7,10.0,3.64,77.76
9,4500,3.2,6.1,31.0,62.4,6,1.0,10.3,High,Moderate,6,10.0,2.65,76.43
8,5000,5.5,7.9,31.7,21.4,5,6.5,13.3,Low,Good,6,10.0,3.23,75.38
13,5000,6.8,10.8,32.6,51.8,2,4.7,18.7,Low,Good,8,10.0,3.28,70.39
12,4000,9.7,15.0,33.8,39.0,3,3.4,15.4,Low,Poor,6,10.0,3.47,73.35
24,3000,4.6,6.1,32.7,87.5,2,5.8,15.3,Medium,Moderate,6,10.0,3.4,61.61
1,3000,4.9,8.6,32.1,27.1,4,0.7,9.3,Low,Good,7,10.0,2.87,80.29
34,5000,4.6,7.0,31.0,31.8,4,0.5,0.0,Low,Good,6,10.0,2.62,65.78
6,4500,6.0,9.9,32.8,18.2,5,3.3,0.0,Low,Good,7,10.0,3.23,79.49
20,4000,6.7,8.7,33.3,94.7,0,5.3,12.2,Medium,Moderate,8,10.0,3.5,67.74
17,4500,7.7,11.6,38.4,54.8,7,3.2,7.0,High,Moderate,5,10.0,4.53,66.8
2,4500,7.0,10.1,29.3,31.9,3,0.7,18.0,Medium,Moderate,7,10.0,2.21,81.2
41,3000,4.5,5.9,31.3,28.0,4,5.3,17.1,Low,Good,6,10.0,3.04,61.22
38,4000,7.1,12.1,31.1,7.7,4,1.9,10.4,High,Moderate,7,10.0,2.73,60.17
40,4500,5.7,8.7,31.6,79.1,4,6.9,7.4,Medium,Good,6,10.0,3.23,56.78
48,5000,7.0,9.0,34.9,79.7,0,14.1,5.2,Low,Good,7,10.0,4.55,50.0
10,5000,7.1,10.2,33.6,74.8,1,0.7,17.9,Medium,Good,5,10.0,3.23,71.66
38,3000,8.8,14.1,33.1,20.2,1,1.4,10.6,Medium,Good,8,10.0,3.17,57.75
23,5000,4.8,6.3,33.5,36.7,5,2.7,6.3,Low,Good,6,10.0,3.35,68.04
45,5000,4.4,5.7,33.0,25.8,1,3.5,9.4,Low,Poor,8,10.0,3.3,57.31
18,4500,6.4,9.4,32.7,65.8,5,6.4,8.6,High,Good,6,10.0,3.44,70.82
3,5000,7.9,12.3,28.5,32.7,0,3.1,18.8,High,Moderate,9,10.0,2.22,81.03
25,5000,5.6,7.7,33.2,49.5,6,1.3,10.9,High,Poor,6,10.0,3.18,65.62
37,4500,8.0,12.4,32.2,34.2,1,4.4,10.1,Low,Moderate,7,10.0,3.18,59.0
41,3000,6.9,10.4,33.8,65.2,6,1.4,3.2,Medium,Moderate,6,10.0,3.32,54.41
31,3000,5.1,7.8,30.5,52.0,5,2.0,12.3,High,Good,6,10.0,2.61,65.94
38,4000,6.6,7.5,33.2,28.4,2,6.9,10.2,Low,Good,8,10.0,3.59,61.97
44,5000,4.6,7.0,33.4,13.3,0,1.9,12.6,High,Good,9,10.0,3.26,61.25
45,4500,6.0,8.7,29.8,89.2,0,1.4,10.3,Low,Good,8,10.0,2.39,53.75
35,4000,3.4,5.4,28.2,85.9,3,2.1,8.3,Medium,Moderate,5,10.0,2.06,61.1
39,3000,5.4,7.4,32.8,47.6,4,4.8,10.2,Low,Good,6,10.0,3.35,59.67
36,3000,7.5,10.9,33.6,51.2,3,0.5,6.1,High,Good,7,10.0,3.2,56.99
32,4500,7.0,11.1,33.4,34.5,6,4.4,10.8,Low,Good,5,10.0,3.45,60.78
35,4000,6.7,11.6,28.7,58.9,1,3.1,16.5,Medium,Moderate,7,10.0,2.25,61.39
2,4000,6.1,7.8,31.8,38.8,0,1.9,14.4,High,Good,8,10.0,2.9,84.18
8,4500,5.8,9.2,33.0,58.5,7,3.1,8.5,High,Moderate,4,10.0,3.28,73.03
7,4500,3.0,5.7,30.8,29.9,6,2.8,9.0,Medium,Good,5,10.0,2.73,80.45
32,4000,5.1,8.3,34.6,34.8,5,2.6,12.9,Low,Poor,7,10.0,3.6,58.04
5,3000,5.9,10.0,33.5,42.0,0,3.0,11.9,Medium,Moderate,8,10.0,3.37,80.28
40,5000,3.3,4.3,30.1,55.2,1,2.9,10.0,Medium,Good,7,10.0,2.57,63.71
38,3000,2.0,4.2,33.4,86.0,5,1.6,7.2,Medium,Good,6,10.0,3.25,56.98
3,4500,7.8,10.9,32.3,63.1,4,2.2,5.6,Low,Poor,6,10.0,3.03,77.54
12,4000,5.6,8.5,31.2,61.4,3,4.2,5.5,High,Good,7,10.0,2.94,74.77
48,4000,5.9,8.4,33.3,57.5,4,0.9,9.2,Medium,Poor,6,10.0,3.17,52.29
1,5000,6.6,9.5,32.8,42.8,7,3.5,11.7,Low,Good,5,10.0,3.24,81.54
4,4000,3.5,3.6,33.4,30.7,7,1.1,1.4,High,Good,5,10.0,3.21,83.67
43,5000,4.7,5.1,29.0,49.4,1,3.3,13.7,Low,Poor,8,10.0,2.34,58.8
26,3000,8.5,13.9,34.0,21.8,3,0.9,4.7,Medium,Good,8,10.0,3.34,63.61
31,3000,4.5,5.0,29.2,63.4,3,1.8,6.6,Medium,Poor,7,10.0,2.29,64.88
20,4000,5.0,7.7,36.0,68.6,4,3.8,8.7,Low,Poor,7,10.0,4.02,62.48
7,4000,4.2,4.9,35.2,22.6,7,2.7,11.9,Low,Poor,6,10.0,3.74,76.88
37,4500,4.0,5.2,30.9,16.2,4,3.1,17.5,Medium,Moderate,7,10.0,2.78,65.58
7,4500,7.7,12.3,34.9,53.8,0,1.5,7.7,Low,Good,9,10.0,3.59,73.89
2,4000,1.0,3.0,29.3,31.9,6,5.6,15.4,Medium,Moderate,6,10.0,2.59,81.97
43,4000,4.6,6.8,33.4,27.9,7,2.8,8.0,Low,Good,5,10.0,3.33,54.3
2,3000,6.0,10.1,33.1,41.6,0,2.5,16.6,High,Moderate,8,10.0,3.25,78.02
21,4000,8.9,13.1,31.0,37.5,4,3.2,9.6,Low,Good,7,10.0,2.81,71.09
5,4500,3.2,6.1,21.6,11.0,5,0.4,2.6,High,Good,7,10.0,1.0,88.79
1,3000,2.9,3.3,30.0,39.7,7,2.8,6.4,Low,Poor,5,10.0,2.53,82.59
22,5000,3.8,4.5,30.1,86.8,7,3.2,10.0,Low,Good,4,10.0,2.6,66.3
43,4500,6.9,10.2,33.5,62.9,1,1.7,9.0,High,Moderate,8,10.0,3.27,55.4
1,4500,5.8,8.6,34.2,52.4,4,6.0,4.9,Medium,Moderate,6,10.0,3.76,81.75
37,3000,2.6,3.1,32.0,61.4,5,0.8,3.4,High,Good,5,10.0,2.86,59.11
16,5000,5.7,8.3,31.6,81.6,6,5.6,14.0,Low,Moderate,5,10.0,3.11,66.33
34,4500,8.6,14.3,32.1,29.4,0,7.5,0.0,Medium,Moderate,9,10.0,3.39,61.75
33,4000,6.0,8.6,33.0,79.5,3,4.5,12.5,Medium,Good,6,10.0,3.38,58.33
22,4500,5.8,6.8,26.8,82.0,5,1.8,4.5,Low,Moderate,6,10.0,1.73,73.21
29,3000,5.9,7.2,32.2,34.9,1,3.6,19.5,High,Moderate,8,10.0,3.12,66.01
7,3000,6.3,11.6,29.7,32.4,0,1.4,0.0,Medium,Good,8,10.0,2.36,84.44
21,3000,3.0,5.9,36.3,45.7,1,10.3,0.0,High,Poor,9,10.0,4.57,69.49
43,4500,5.0,7.1,29.0,77.5,1,2.6,7.9,Medium,Good,7,10.0,2.29,55.61
35,5000,5.1,8.5,30.9,53.5,3,1.5,15.1,Low,Good,6,10.0,2.65,61.83
4,4000,4.5,7.1,32.7,40.1,5,0.2,20.9,Medium,Poor,5,10.0,2.97,80.27
12,3000,6.9,11.6,29.6,54.0,0,3.0,14.9,Low,Moderate,8,10.0,2.46,73.67
28,5000,4.2,5.3,31.7,38.4,4,6.6,10.7,Low,Good,7,10.0,3.21,65.06
30,4000,4.8,6.1,30.9,76.6,1,4.4,5.1,Low,Good,7,10.0,2.88,65.83
46,3000,3.0,5.8,33.1,73.1,1,6.0,6.2,Medium,Moderate,6,10.0,3.51,50.98
15,4000,6.3,7.9,33.7,47.4,3,11.3,6.7,High,Moderate,7,10.0,4.05,68.0
41,4000,7.4,11.1,30.9,22.7,5,3.1,8.0,High,Good,6,10.0,2.77,57.48
29,5000,4.8,7.1,27.8,89.5,0,2.7,8.7,Medium,Moderate,8,10.0,2.03,68.59
15,4000,7.1,11.5,38.2,68.6,5,12.6,11.0,High,Good,6,10.0,5.18,65.19
11,3000,5.2,7.9,30.2,46.4,1,3.6,7.1,High,Good,8,10.0,2.65,75.91
16,5000,1.0,3.0,24.5,44.7,1,1.0,10.8,High,Good,8,10.0,1.11,80.16
15,4500,5.4,7.7,28.5,50.7,2,1.8,11.9,Low,Moderate,7,10.0,2.12,76.78
11,4500,5.1,6.7,35.9,62.9,2,12.2,4.5,Medium,Poor,7,10.0,4.63,73.04
7,5000,5.7,8.4,29.6,54.1,1,4.1,3.7,Medium,Good,8,10.0,2.55,78.9
19,4500,6.0,10.2,35.1,41.2,5,6.6,15.5,Low,Good,7,10.0,4.01,69.1
2,4000,4.1,5.9,29.0,9.2,6,1.3,10.6,Medium,Poor,6,10.0,2.19,86.05
15,3000,8.4,14.1,32.5,36.9,7,6.6,9.2,Low,Moderate,5,10.0,3.42,67.13
29,4000,5.4,8.8,32.0,90.4,5,2.5,2.9,High,Good,5,10.0,2.98,62.79
44,5000,5.1,8.1,29.5,38.8,5,6.8,13.8,Low,Good,6,10.0,2.72,56.68
22,3000,7.0,10.3,31.0,10.3,3,9.8,10.0,Low,Moderate,7,10.0,3.29,70.55
27,5000,5.5,7.7,32.0,69.5,4,1.7,17.5,High,Good,6,10.0,2.93,63.28
39,5000,10.6,17.6,33.4,76.4,2,5.3,11.0,Medium,Moderate,7,10.0,3.52,53.88
4,5000,5.1,8.4,33.5,30.5,2,3.8,8.7,High,Poor,8,10.0,3.44,82.81
19,4000,6.2,9.2,30.3,71.7,7,2.2,6.9,Low,Poor,4,10.0,2.57,67.77
39,3000,4.0,7.7,31.4,58.6,6,1.9,17.9,Medium,Good,5,10.0,2.8,59.19
43,3000,7.2,11.5,36.0,23.7,0,3.6,15.0,Low,Good,8,10.0,4.0,55.27
0,3000,6.1,7.8,30.8,25.1,4,1.5,11.1,Medium,Moderate,7,10.0,2.63,85.05
29,4000,4.8,6.8,30.6,66.3,2,2.9,14.7,High,Poor,7,10.0,2.68,62.96
20,4500,3.8,6.4,29.7,38.3,4,5.6,11.7,Medium,Good,7,10.0,2.68,75.03
19,4000,2.9,5.8,31.2,87.6,4,0.9,0.9,High,Moderate,5,10.0,2.69,71.92
5,4000,6.3,11.9,31.3,44.1,0,1.4,14.7,Medium,Moderate,8,10.0,2.73,78.63
21,5000,2.7,4.1,29.2,79.5,1,1.7,13.5,Low,Good,7,10.0,2.29,72.43
17,3000,8.1,12.8,32.8,36.3,7,4.5,4.5,Medium,Good,5,10.0,3.32,71.74
7,3000,3.0,3.8,29.4,69.6,6,6.1,12.9,Medium,Good,6,10.0,2.65,79.4
38,4500,5.1,6.8,29.2,45.3,1,3.5,5.8,High,Moderate,8,10.0,2.41,62.16
31,4500,3.7,3.9,32.1,59.1,2,5.4,7.9,High,Good,7,10.0,3.22,66.62
32,5000,5.6,8.7,31.7,19.5,7,4.2,10.8,Medium,Moderate,7,10.0,3.05,64.09
15,3000,5.6,9.6,32.1,43.1,0,10.4,10.5,Low,Moderate,8,10.0,3.61,72.74
11,4500,6.4,10.4,29.3,57.9,2,1.2,9.6,Medium,Good,6,10.0,2.26,80.05
37,4500,2.4,3.8,28.6,37.9,2,1.2,1.9,Medium,Good,7,10.0,2.1,65.89
33,3000,4.0,7.2,29.3,57.4,5,0.2,10.2,Low,Moderate,6,10.0,2.2,61.6
13,4000,7.4,14.1,33.4,84.9,1,0.9,18.4,High,Good,6,10.0,3.2,68.38
35,4500,6.8,9.4,34.2,3.5,0,1.8,11.4,Medium,Good,9,10.0,3.45,66.55
32,3000,1.0,3.0,29.8,21.9,7,3.4,9.1,Medium,Good,6,10.0,2.54,63.84
22,4500,6.3,9.7,34.9,63.6,4,3.4,13.5,Medium,Good,6,10.0,3.73,63.29
44,5000,3.4,6.2,30.8,34.1,1,4.5,10.7,High,Good,8,10.0,2.85,56.17
1,4500,4.3,4.9,28.7,44.4,2,3.1,7.9,Low,Good,7,10.0,2.27,86.83
40,3000,5.0,8.4,30.1,76.1,2,3.3,14.6,Low,Good,6,10.0,2.6,56.2
20,4500,8.6,12.6,30.9,67.0,3,4.5,11.3,Low,Moderate,6,10.0,2.88,69.69
1,5000,3.4,5.5,31.5,58.8,0,9.5,12.0,Medium,Good,7,10.0,3.4,80.49
26,5000,2.7,3.1,32.8,20.1,4,7.6,9.0,High,Good,7,10.0,3.55,65.77
8,4500,6.4,8.6,33.2,52.4,4,1.0,9.5,Low,Good,6,10.0,3.16,76.6
0,4500,5.4,7.1,32.6,84.2,2,11.7,14.0,Medium,Good,7,10.0,3.82,78.63
10,5000,7.9,12.5,37.3,61.9,7,12.7,7.5,Medium,Moderate,4,10.0,4.99,65.07
2,5000,4.8,6.6,30.5,21.8,6,1.0,21.6,Medium,Good,6,10.0,2.52,82.29
22,4000,7.9,12.2,35.0,42.2,3,2.6,7.0,Low,Good,6,10.0,3.7,65.34
25,4000,5.5,8.3,31.2,13.5,3,3.9,7.0,High,Moderate,8,10.0,2.91,72.81
3,5000,6.6,8.7,31.8,80.1,0,5.0,15.2,High,Moderate,7,10.0,3.12,77.35
17,4500,8.7,13.2,35.7,96.3,6,1.4,9.9,Medium,Good,6,10.0,3.77,60.38
5,3000,5.2,8.0,34.3,56.0,6,0.7,13.0,Medium,Good,6,10.0,3.4,75.74
34,4500,7.6,12.4,32.6,37.7,7,7.3,17.6,Medium,Good,6,10.0,3.49,57.11
21,4500,4.3,7.9,33.0,81.9,2,5.5,12.0,Medium,Good,6,10.0,3.45,63.26
42,4000,6.0,7.9,32.1,52.5,7,3.2,11.7,Medium,Moderate,5,10.0,3.06,56.79
14,4000,2.6,4.3,33.1,72.1,2,2.7,7.2,High,Moderate,7,10.0,3.27,73.95
21,4000,4.5,4.5,31.3,47.1,6,6.1,5.7,High,Good,5,10.0,3.09,67.87
36,5000,3.4,5.9,27.0,87.7,7,1.2,2.3,Low,Good,5,10.0,1.71,59.22
41,5000,7.9,13.0,34.2,40.8,2,4.3,6.4,Medium,Moderate,8,10.0,3.64,53.05
11,4500,9.0,10.8,33.6,50.8,0,5.6,7.6,High,Good,8,10.0,3.59,73.93
46,4500,4.8,6.8,29.9,58.5,4,3.1,6.3,High,Moderate,6,10.0,2.54,54.06
48,3000,4.0,5.0,31.8,69.6,1,1.4,8.7,Low,Moderate,7,10.0,2.86,55.22
41,4500,2.9,4.0,32.1,65.9,3,1.5,7.6,Low,Good,6,10.0,2.94,57.24
37,4500,6.0,8.5,30.3,24.0,4,2.3,14.2,High,Good,7,10.0,2.57,63.4
17,4000,4.3,6.4,32.1,57.5,1,3.1,3.4,Low,Moderate,7,10.0,3.06,71.2
44,4000,4.4,7.6,29.9,59.4,7,1.5,14.9,High,Good,5,10.0,2.43,54.17
34,4000,8.8,12.8,36.3,56.5,6,6.0,13.4,Low,Good,6,10.0,4.24,55.51
29,4000,4.9,6.4,30.8,80.7,7,4.0,5.4,High,Good,5,10.0,2.83,59.39
23,4000,6.7,9.8,29.9,19.6,6,0.8,3.6,High,Good,5,10.0,2.36,73.42
41,3000,5.6,8.2,28.7,27.3,7,4.2,12.8,High,Moderate,5,10.0,2.34,57.14
29,3000,2.8,4.1,35.0,76.7,6,6.8,12.8,Medium,Good,5,10.0,4.01,59.8
13,3000,1.8,3.0,31.1,75.1,7,5.0,6.0,Medium,Good,5,10.0,2.96,74.22
5,4000,6.5,10.1,35.3,83.4,7,9.4,3.4,High,Good,4,10.0,4.28,72.96
2,5000,8.9,14.7,31.6,13.1,4,0.6,8.0,Low,Moderate,7,10.0,2.75,85.04
15,4000,6.1,7.9,35.0,68.8,6,2.0,0.0,Medium,Good,5,10.0,3.64,66.75
6,4000,6.7,10.6,30.6,84.4,7,4.6,12.7,Medium,Moderate,5,10.0,2.81,74.43
13,3000,3.7,6.5,32.3,56.9,4,2.3,6.8,Medium,Moderate,6,10.0,3.04,71.46
8,4000,7.5,10.9,32.0,69.2,4,3.1,11.0,Medium,Moderate,6,10.0,3.03,73.71
14,3000,7.5,12.5,35.2,46.3,4,9.8,19.0,Low,Good,7,10.0,4.29,66.62
20,4000,4.1,6.1,35.0,37.2,2,7.6,8.0,Low,Poor,8,10.0,4.07,71.75
34,4500,6.6,8.8,34.0,67.0,4,4.9,13.4,Medium,Good,7,10.0,3.64,56.91
1,5000,2.0,3.0,27.8,80.9,1,3.6,8.7,Medium,Moderate,7,10.0,2.1,86.8
26,5000,6.9,11.2,32.0,42.7,1,5.0,7.8,Low,Moderate,7,10.0,3.17,64.84
1,3000,4.4,7.2,27.8,26.3,3,5.7,17.6,Low,Good,7,10.0,2.26,86.54
34,4500,3.0,6.1,30.5,78.2,6,2.3,7.2,Low,Good,4,10.0,2.62,62.05
17,5000,6.3,10.1,30.9,93.4,5,6.3,12.7,High,Moderate,5,10.0,3.01,65.84
13,3000,2.0,3.0,34.1,3.3,0,4.5,11.6,Low,Good,9,10.0,3.63,79.25
19,4000,6.2,9.8,33.4,85.1,1,4.4,12.1,Medium,Good,8,10.0,3.46,68.47
17,4000,3.2,4.9,31.9,50.0,6,3.3,13.1,Low,Moderate,5,10.0,3.02,72.56
9,4500,2.8,3.9,25.8,54.5,1,5.0,12.6,Medium,Good,8,10.0,1.72,82.94
24,5000,5.6,7.9,32.6,81.8,1,6.8,7.2,High,Good,8,10.0,3.46,64.09
1,4000,5.2,6.0,33.4,80.0,1,1.5,7.8,Medium,Good,6,10.0,3.23,80.01
24,3000,8.4,11.9,36.1,49.9,0,11.3,11.4,Low,Moderate,8,10.0,4.59,63.32
32,4000,2.9,4.4,29.8,65.1,0,7.2,0.7,High,Poor,8,10.0,2.84,65.71
35,4000,8.3,9.7,33.0,42.5,5,1.3,11.8,High,Good,6,10.0,3.13,61.91
30,5000,3.2,4.3,34.0,80.7,4,6.2,7.1,Low,Good,6,10.0,3.74,62.35
13,5000,7.3,11.9,33.0,25.1,5,2.8,15.2,High,Moderate,6,10.0,3.26,76.35
0,3000,7.7,12.9,33.2,90.5,1,1.1,0.2,Medium,Moderate,7,10.0,3.16,80.43
45,4500,6.1,8.7,31.2,52.3,1,2.0,12.3,Low,Good,6,10.0,2.77,54.24
15,4500,3.9,5.3,35.5,42.6,3,2.1,11.4,High,Moderate,8,10.0,3.77,74.13
45,4000,2.5,3.0,36.0,12.2,3,5.3,10.8,Medium,Good,8,10.0,4.13,58.32
2,3000,1.6,3.0,28.7,39.2,3,3.2,16.6,Medium,Moderate,8,10.0,2.26,88.0
34,4500,9.2,14.9,34.9,46.5,6,4.5,10.1,High,Good,5,10.0,3.81,53.87
40,4500,4.9,9.0,30.8,81.2,6,6.0,11.3,Low,Good,5,10.0,2.96,54.83
5,4000,3.3,3.2,33.7,23.6,3,4.9,3.9,Medium,Moderate,8,10.0,3.57,79.24
24,3000,3.2,4.0,31.5,86.3,4,6.0,10.6,High,Good,6,10.0,3.13,67.87
12,4500,5.8,6.9,29.7,51.6,2,1.8,8.7,Low,Moderate,6,10.0,2.39,80.01
33,5000,4.7,7.0,30.2,65.8,3,2.6,8.6,Low,Good,7,10.0,2.57,65.19
7,5000,1.7,3.0,27.6,94.1,3,1.6,2.0,Medium,Moderate,7,10.0,1.9,80.18
20,4000,7.2,11.2,38.1,64.6,7,2.8,18.6,Low,Moderate,5,10.0,4.42,58.0
33,4000,6.2,9.9,31.7,44.0,0,1.6,5.2,Medium,Good,8,10.0,2.85,64.89
3,4000,9.2,14.3,32.3,53.3,5,2.1,8.5,Low,Good,6,10.0,3.03,80.36
24,4000,7.8,10.0,31.4,8.6,6,1.9,2.6,Medium,Good,6,10.0,2.8,69.23
14,4500,1.0,3.0,29.9,23.1,1,3.7,2.8,High,Poor,9,10.0,2.58,82.15
3,3000,8.3,10.8,36.2,78.4,4,8.5,2.8,Low,Good,4,10.0,4.41,72.65
44,4000,7.9,13.6,34.2,87.4,1,0.6,17.7,Medium,Moderate,6,10.0,3.35,50.55
11,4000,4.0,5.7,30.2,44.0,2,2.4,2.0,Low,Moderate,8,10.0,2.55,79.74
31,4500,4.6,5.6,32.5,60.5,4,5.5,7.1,High,Good,7,10.0,3.34,60.46
31,4000,6.3,8.9,32.3,42.0,2,2.2,8.0,Low,Good,7,10.0,3.04,64.61
27,4000,3.5,5.4,29.7,53.3,6,6.8,6.3,High,Good,5,10.0,2.78,66.08
12,3000,5.0,8.3,28.0,47.9,6,1.5,5.7,Low,Moderate,6,10.0,1.97,78.16
30,5000,7.5,12.6,33.6,75.2,7,2.5,7.9,Low,Good,4,10.0,3.35,59.37
13,4000,6.5,9.9,32.6,25.0,6,2.3,3.8,High,Poor,6,10.0,3.12,75.19
19,4500,4.2,5.9,32.1,31.1,1,1.9,14.7,High,Good,8,10.0,2.96,71.81
17,3000,7.5,12.0,32.9,15.2,0,2.7,17.8,Medium,Moderate,8,10.0,3.21,75.85
28,4500,6.1,9.8,34.4,75.0,3,6.9,16.3,Medium,Good,5,10.0,3.89,59.28
5,3000,6.0,9.2,30.7,19.5,6,3.7,0.4,High,Moderate,8,10.0,2.78,84.14
31,3000,4.5,7.5,32.4,36.8,6,9.7,0.0,Low,Good,6,10.0,3.63,60.9
28,4000,5.5,7.6,33.0,67.2,1,1.4,2.2,High,Good,9,10.0,3.14,64.82
